OBJECTID,COD_DEP,DPTO,COD_MUN,MPIO,HaNatura,HaAgro,HanoAgro,HaOtro,PrPropia,PrArrien,PrAparce,PrUsufru,PrComoda,PrOcupac,PrColect,PrAdjudi,PrOtros,PrMixta,UPA,UPNA,Shape_Length_1,Shape_Area_1,ShapeSTArea,ShapeSTLength
1090,19,Cauca,19212,Corinto,8431.9,15679.7,1184.5,631.4,2131,194,19,13,4,0,40,4,25,10,24743,1184.5,0.7808418,0.02355717,292345311.124417,84245.2554501823
1091,19,Cauca,19256,El Tambo,105912.1,132342.9,1664.8,2904.3,9913,547,405,79,10,231,752,103,147,151,241159.3,1664.8,3.1000218,0.22214965,2781484322.87899,340780.836099975
1092,19,Cauca,19290,Florencia,305.1,4588.5,280.3,30,1297,52,5,22,0,3,37,0,71,51,4923.6,280.3,0.35797715,0.00404769,50178662.2637505,38338.1847879159
1093,19,Cauca,19300,Guachené,119.4,6823.8,52.6,24.7,2119,306,18,4,1,0,45,2,33,66,6967.9,52.6,0.65882288,0.00806563,100095717.907253,72358.5324086642
1094,19,Cauca,19318,Guapi,199144.1,35022.7,881.5,13819.8,3190,16,1,3,0,0,220,0,5,2,247986.6,881.5,2.17346525,0.21713718,2693120368.11218,240936.315887438
1095,19,Cauca,19355,Inzá,40603.5,30974.5,379.6,471,2681,119,4,9,2,25,63,1921,119,3,72049,379.6,1.50113255,0.06609259,819810207.647214,165749.233963555
1096,19,Cauca,19364,Jambaló,12024.5,9659.8,0.3,413.1,59,30,1,3,0,29,2552,71,7,3,22097.4,0.3,0.87295745,0.01911453,237168285.43359,95184.5358932223
1097,19,Cauca,19392,La Sierra,4435.8,14160.9,152,202,2254,99,7,1,0,54,14,0,10,92,18798.7,152,1.02891286,0.01773261,206850103.46289,101847.313058175
1098,19,Cauca,19397,La Vega,10531.6,38160.6,655.7,180.3,2534,165,13,797,10,4,206,1055,49,183,48872.6,655.7,1.18002501,0.04197666,520508120.238613,127319.740494442
1099,19,Cauca,19418,López,259849.2,46457.1,1008.2,26547.4,2028,75,11,31,7,3,1572,423,98,0,332853.8,1008.2,3.46122137,0.25362844,3147270385.63007,383138.020801877
1100,19,Cauca,19450,Mercaderes,6929,58035.1,1454.7,1571.4,3911,401,48,13,1,4,29,7,368,123,66535.5,1454.7,1.35450228,0.0573809,711415806.05194,149273.842539553
1101,19,Cauca,19455,Miranda,4897.8,15521.1,125.6,125,1302,99,11,12,21,5,55,25,47,15,20543.9,125.6,1.14544612,0.01827884,226864698.000147,120867.926037008
1102,19,Cauca,19473,Morales,15096.8,28511,2374.7,230.5,2897,236,14,52,14,10,52,2406,62,78,43838.3,2374.7,1.58179247,0.04021065,498906059.500235,170962.996064463
1103,19,Cauca,19513,Padilla,454.5,8179,47.3,10.3,1238,159,8,26,2,2,8,0,26,44,8643.8,47.3,0.40630753,0.00581395,72163730.2949857,43482.7419984618
1104,19,Cauca,19517,Paez,104238.8,59596.4,1073.5,2726.8,3155,72,9,4,0,9,54,94,84,14,166561.9,1073.5,2.57325801,0.13804696,1712618968.24124,283881.349360209
1105,19,Cauca,19532,Patía,8433.6,61891.9,829.2,1182.3,3962,148,82,18,3,47,96,8,74,98,71507.8,829.2,1.73185911,0.06135952,760925733.835638,190247.678048831
1106,19,Cauca,19533,Piamonte,64409.5,27225.9,12730.1,244.4,528,25,8,76,0,14,28,1,11,0,91879.8,12730.1,3.38466352,0.15358564,1672461770.78613,285216.457882934
1107,19,Cauca,19548,Piendamó,1112.9,15161.6,1215.6,62.6,5229,497,31,121,0,57,69,323,47,86,16337.1,1215.6,1.02824295,0.01508925,187193606.458078,110766.649322454
1108,19,Cauca,19573,Puerto Tejada,72.3,10512.4,155.6,10.9,508,53,1,0,0,0,0,2,23,54,10595.6,155.6,0.67009391,0.00907603,112662497.259227,73376.2682209607
1109,19,Cauca,19585,Puracé,50800,26183.4,1268.8,848.9,793,36,3,607,2,2,911,35,10,5,77832.3,1268.8,1.69212913,0.07395012,917094518.459189,185973.327880806
1110,19,Cauca,19622,Rosas,532.1,14157.2,1078,100.4,2914,214,7,27,0,0,7,0,10,89,14789.6,1078,0.81839585,0.01266091,144153519.26665,82599.361202292
1111,19,Cauca,19693,San Sebastián,23516.5,18240.8,419.4,180.1,4161,502,74,160,15,21,19,383,175,73,41937.4,419.4,1.12888743,0.03444176,427025295.302595,123690.970772134
1112,19,Cauca,19698,Santander de Quilichao,3467.5,29464.3,1778.8,354,4523,204,16,18,8,11,130,62,33,27,33285.7,1778.8,1.47685231,0.04151651,515176981.839588,157863.442036618
1113,19,Cauca,19701,Santa Rosa,267044.2,84664.8,2319.1,366.7,1868,34,4,47,6,1,90,3,12,10,352075.7,2319.1,2.81155482,0.21016712,2710612934.45254,285382.327358025
1114,19,Cauca,19743,Silvia,54224.5,11057.1,694.1,60.7,2997,232,33,661,10,26,604,3419,112,12,65342.3,694.1,1.51661248,0.05646025,700401759.505122,165103.129919423
1115,19,Cauca,19760,Sotara,12804.4,30143.9,515.5,350.9,2266,238,34,1278,13,58,499,4,127,144,43299.3,515.5,1.42632761,0.04160231,515932563.076793,151547.663003752
1116,19,Cauca,19780,Suárez,2713.7,29038.1,1155.2,334.5,3274,148,6,3,6,3,31,3,62,76,32086.2,1155.2,1.14641741,0.03195864,396549925.372062,122225.945793731
1117,19,Cauca,19785,Sucre,551.7,12068,684.6,57.2,1558,170,17,41,5,0,40,0,86,81,12676.9,684.6,0.75834268,0.01052313,130493603.076361,83066.7023931255
1118,19,Cauca,19807,Timbío,982.8,16189,666.3,64.1,4752,166,8,58,5,2,194,3,172,216,17235.9,666.3,1.07813771,0.01640393,203451618.466315,112747.537429908
1119,19,Cauca,19809,Timbiquí,148484.5,47530.1,45.9,1605.5,1149,32,7,29,5,1,2646,10,232,4,197620.1,45.9,2.28258178,0.17774154,2205078512.55841,252892.963532159
1120,19,Cauca,19821,Toribio,24310.3,20935.3,908.8,191.4,200,22,2,16,1,7,17,3806,10,1,45436.9,908.8,1.00673526,0.03990437,495165199.039412,111318.098229939
1121,19,Cauca,19824,Totoró,13230.3,20305.7,2244.3,217.3,1691,158,12,33,14,30,177,1614,78,39,33753.4,2244.3,1.44489931,0.03225877,400135158.461779,157055.145222367
1122,19,Cauca,19845,Villa Rica,1.2,5384.1,13,1664.3,1018,31,2,1,0,0,9,0,22,13,7049.5,13,0.67301205,0.00620835,77043173.6633306,73779.3294718448
